Season,Team1ID,Team2ID,Team1WinRate,Team2WinRate,Team1PointsScored,Team2PointsScored,Team1PointsAllowed,Team2PointsAllowed,Team1PointsDiff,Team2PointsDiff,WinRateDiff,PointsScoredDiff,Team1_FGM_pg,Team1_FGA_pg,Team1_FGM3_pg,Team1_FGA3_pg,Team1_FTM_pg,Team1_FTA_pg,Team1_OR_pg,Team1_DR_pg,Team1_FG_pct,Team1_FG3_pct,Team1_FT_pct,Team2_FGM_pg,Team2_FGA_pg,Team2_FGM3_pg,Team2_FGA3_pg,Team2_FTM_pg,Team2_FTA_pg,Team2_OR_pg,Team2_DR_pg,Team2_FG_pct,Team2_FG3_pct,Team2_FT_pct,Target
2010,3376,3361,1.0,0.0,58.0,55.0,55.0,58.0,3.0,-3.0,1.0,3.0,24.6,59.2,3.8,13.0,9.8,17.4,13.0,25.4,0.4155405405405405,0.2923076923076923,0.5632183908045977,24.0,63.0,5.333333333333333,19.0,8.0,12.333333333333334,18.0,25.666666666666668,0.38095238095238093,0.2807017543859649,0.6486486486486487,1
2010,3361,3376,0.0,1.0,55.0,58.0,58.0,55.0,-3.0,3.0,-1.0,-3.0,24.0,63.0,5.333333333333333,19.0,8.0,12.333333333333334,18.0,25.666666666666668,0.38095238095238093,0.2807017543859649,0.6486486486486487,24.6,59.2,3.8,13.0,9.8,17.4,13.0,25.4,0.4155405405405405,0.2923076923076923,0.5632183908045977,0
2010,3217,3221,1.0,0.0,71.33333333333333,62.333333333333336,57.666666666666664,72.0,13.666666666666664,-9.666666666666664,1.0,8.999999999999993,22.0,62.0,7.75,19.75,8.0,11.0,13.75,20.0,0.3548387096774194,0.3924050632911392,0.7272727272727273,24.0,58.0,8.5,21.0,9.5,13.5,10.5,20.5,0.41379310344827586,0.40476190476190477,0.7037037037037037,1
2010,3221,3217,0.0,1.0,62.333333333333336,71.33333333333333,72.0,57.666666666666664,-9.666666666666664,13.666666666666664,-1.0,-8.999999999999993,24.0,58.0,8.5,21.0,9.5,13.5,10.5,20.5,0.41379310344827586,0.40476190476190477,0.7037037037037037,22.0,62.0,7.75,19.75,8.0,11.0,13.75,20.0,0.3548387096774194,0.3924050632911392,0.7272727272727273,0
2010,3354,3164,1.0,0.3333333333333333,64.5,50.333333333333336,51.0,58.666666666666664,13.5,-8.333333333333329,0.6666666666666667,14.166666666666664,24.333333333333332,58.333333333333336,3.0,11.0,11.666666666666666,18.666666666666668,12.666666666666666,24.666666666666668,0.41714285714285715,0.2727272727272727,0.625,20.6,53.2,1.8,9.6,10.2,15.4,10.6,23.6,0.38721804511278196,0.1875,0.6623376623376623,1
2010,3164,3354,0.3333333333333333,1.0,50.333333333333336,64.5,58.666666666666664,51.0,-8.333333333333329,13.5,-0.6666666666666667,-14.166666666666664,20.6,53.2,1.8,9.6,10.2,15.4,10.6,23.6,0.38721804511278196,0.1875,0.6623376623376623,24.333333333333332,58.333333333333336,3.0,11.0,11.666666666666666,18.666666666666668,12.666666666666666,24.666666666666668,0.41714285714285715,0.2727272727272727,0.625,0
2010,3253,3349,1.0,0.0,66.5,58.5,58.5,70.0,8.0,-11.5,1.0,8.0,23.5,61.0,5.75,18.75,10.75,14.5,11.0,22.75,0.38524590163934425,0.30666666666666664,0.7413793103448276,26.333333333333332,64.66666666666667,3.6666666666666665,14.666666666666666,14.0,20.333333333333332,14.0,31.666666666666668,0.4072164948453608,0.25,0.6885245901639344,1
2010,3349,3253,0.0,1.0,58.5,66.5,70.0,58.5,-11.5,8.0,-1.0,-8.0,26.333333333333332,64.66666666666667,3.6666666666666665,14.666666666666666,14.0,20.333333333333332,14.0,31.666666666666668,0.4072164948453608,0.25,0.6885245901639344,23.5,61.0,5.75,18.75,10.75,14.5,11.0,22.75,0.38524590163934425,0.30666666666666664,0.7413793103448276,0
2010,3354,3366,1.0,0.0,64.5,43.666666666666664,51.0,61.666666666666664,13.5,-18.0,1.0,20.833333333333336,24.333333333333332,58.333333333333336,3.0,11.0,11.666666666666666,18.666666666666668,12.666666666666666,24.666666666666668,0.41714285714285715,0.2727272727272727,0.625,14.666666666666666,43.333333333333336,2.6666666666666665,10.333333333333334,9.0,13.333333333333334,9.666666666666666,22.666666666666668,0.3384615384615385,0.25806451612903225,0.675,1
2010,3366,3354,0.0,1.0,43.666666666666664,64.5,61.666666666666664,51.0,-18.0,13.5,-1.0,-20.833333333333336,14.666666666666666,43.333333333333336,2.6666666666666665,10.333333333333334,9.0,13.333333333333334,9.666666666666666,22.666666666666668,0.3384615384615385,0.25806451612903225,0.675,24.333333333333332,58.333333333333336,3.0,11.0,11.666666666666666,18.666666666666668,12.666666666666666,24.666666666666668,0.41714285714285715,0.2727272727272727,0.625,0
2010,3402,3322,0.5,0.0,60.5,52.5,61.0,63.0,-0.5,-10.5,0.5,8.0,22.666666666666668,60.0,4.0,12.333333333333334,15.0,21.666666666666668,15.333333333333334,23.666666666666668,0.37777777777777777,0.32432432432432434,0.6923076923076923,25.25,63.25,5.75,19.75,16.75,21.75,12.25,27.5,0.39920948616600793,0.2911392405063291,0.7701149425287356,1
2010,3322,3402,0.0,0.5,52.5,60.5,63.0,61.0,-10.5,-0.5,-0.5,-8.0,25.25,63.25,5.75,19.75,16.75,21.75,12.25,27.5,0.39920948616600793,0.2911392405063291,0.7701149425287356,22.666666666666668,60.0,4.0,12.333333333333334,15.0,21.666666666666668,15.333333333333334,23.666666666666668,0.37777777777777777,0.32432432432432434,0.6923076923076923,0
2010,3214,3197,0.5,0.0,63.666666666666664,56.5,60.833333333333336,67.0,2.8333333333333286,-10.5,0.5,7.166666666666664,21.833333333333332,56.666666666666664,3.8333333333333335,14.0,14.333333333333334,21.333333333333332,15.166666666666666,24.5,0.38529411764705884,0.27380952380952384,0.671875,20.0,54.0,6.666666666666667,19.666666666666668,7.666666666666667,11.666666666666666,12.666666666666666,25.333333333333332,0.37037037037037035,0.3389830508474576,0.6571428571428571,1
